card_id,user_id,card_type,card_number,expiry_date,credit_limit,current_balance,status
5672,18025,Visa,2706059197791717,12/28,50000,66909.47,expired
5673,52043,MasterCard,180079632105363,06/27,200000,61990.38,expired
5674,71051,MasterCard,180011805214946,03/27,100000,92103.2,blocked
5675,11607,Discover,4830414012530714,06/27,500000,93352.95,blocked
5676,83502,Visa,2528001089459512,12/29,50000,9928.71,active
5677,51863,American Express,4724068783555315,09/26,200000,700.83,blocked
5678,58452,Visa,213163586178070,09/28,50000,14864.98,expired
5679,29112,MasterCard,4015786222531778763,12/26,50000,38057.82,blocked
5680,33051,Discover,4050584330991425766,04/28,200000,81655.42,active
5681,7972,American Express,376247923901741,11/29,50000,45853.41,active
5682,71294,American Express,3502403948127488,08/33,200000,59169.07,expired
5683,66317,Visa,6580625303807548,08/34,200000,45347.84,active
5684,47903,Visa,4359252568634360,02/34,100000,86644.87,expired
5685,5783,American Express,2274318701661556,04/34,100000,96593.42,blocked
5686,18386,Visa,3507654331528675,10/28,100000,50705.39,blocked
5687,97934,Visa,4142652509270,05/28,100000,79313.88,blocked
5688,39431,Visa,4230514896146390,08/31,500000,40514.41,active
5689,49631,American Express,4152525525148,09/34,50000,56848.98,expired
5690,522,Discover,4664864463459097,08/25,100000,69599.24,expired
5691,31846,Discover,3556442246744177,07/34,100000,49801.4,expired
5692,45168,Visa,4372990775586103960,05/30,50000,34782.16,blocked
5693,68714,MasterCard,4037413626534642,05/31,200000,63397.58,active
5694,19119,Discover,4490952743787328,11/31,100000,60988.38,active
5695,88568,American Express,4411293899536888,12/25,50000,90392.62,active
5696,35991,American Express,3539978471679531,07/29,50000,62777.67,expired
5697,36898,Discover,180046850397808,04/31,50000,57979.49,active
5698,95030,Discover,4691564199923864,03/31,500000,72778.96,blocked
5699,63083,Discover,560872799021,08/27,100000,52655.41,expired
5700,69112,American Express,6011986738837289,12/25,500000,70558.74,active
5701,50868,MasterCard,347021918248871,05/30,50000,77125.91,expired
5702,22355,MasterCard,3585868893621596,08/30,200000,97713.98,active
5703,85598,American Express,213196841934267,03/35,200000,38021.66,active
5704,10672,Discover,180058643494834,04/34,50000,75936.52,expired
5705,3633,Discover,3508621959873070,10/28,500000,68265.84,blocked
5706,81866,American Express,4890065513841815,02/29,200000,63220.58,blocked
5707,67576,MasterCard,30299900720667,10/25,200000,92893.44,expired
5708,16563,Discover,3511036946106762,11/33,200000,91051.24,blocked
5709,7437,Visa,6011088150339686,05/30,100000,43789.87,expired
5710,34545,MasterCard,30585874779816,10/27,50000,93831.1,blocked
5711,70921,American Express,3544699784896033,10/25,50000,23617.11,blocked
5712,19331,American Express,213115229750368,12/31,100000,28322.26,blocked
5713,9482,Visa,4365897117001990,05/25,100000,23497.98,active
5714,33461,MasterCard,348734241639629,11/30,50000,80305.2,blocked
5715,46036,American Express,639026863212,04/26,100000,50748.71,blocked
5716,76743,MasterCard,4916685481592854779,12/33,500000,7322.52,expired
5717,76755,MasterCard,2222900246141583,06/30,500000,50502.94,active
5718,51108,American Express,3570883599325274,08/28,50000,21594.99,active
5719,24423,MasterCard,4088600025717143061,12/25,100000,77652.2,active
5720,71598,American Express,3562102547421857,01/33,50000,40401.66,blocked
5721,62520,American Express,375488747056731,11/29,100000,73944.44,expired
5722,27419,Visa,4656741770032348,02/27,200000,93886.45,expired
5723,98542,American Express,377172347617419,11/29,200000,79070.42,blocked
5724,15605,Visa,4906027785843871,12/30,100000,83667.54,blocked
5725,73356,Discover,5338347733769209,09/31,200000,56413.14,blocked
5726,57764,Discover,639026178207,02/27,100000,84180.29,active
5727,16060,MasterCard,501885963824,08/27,200000,64180.86,active
5728,86665,MasterCard,3527565858101454,02/27,500000,38622.96,blocked
5729,83988,Visa,6559857632455239,06/26,500000,97946.23,active
5730,37332,Discover,2280035135012865,04/26,500000,85210.06,expired
5731,39177,American Express,213199719464474,12/28,100000,34303.43,blocked
5732,7688,American Express,4126423522448423401,06/30,100000,31477.45,expired
5733,60065,Discover,373958229599681,02/34,500000,1834.36,blocked
5734,55944,Discover,3543093932403093,05/29,200000,19843.83,expired
5735,95401,American Express,30596046336849,11/28,200000,34851.99,active
5736,72835,Discover,4344528887249347,12/34,500000,84578.22,blocked
5737,84633,American Express,3586848943734572,04/31,100000,69236.13,expired
5738,23022,Discover,341225976426370,05/32,200000,36850.97,blocked
5739,98210,MasterCard,3587293496674967,02/29,200000,94432.25,expired
5740,32917,MasterCard,4979477503769233,01/26,100000,84885.23,expired
5741,45661,American Express,4540149606272437,06/28,500000,93929.33,expired
5742,8308,Visa,377990138475451,07/33,500000,98761.57,active
5743,92020,Discover,3597606635335398,03/35,500000,81007.11,active
5744,82902,Visa,4389561530954839015,04/30,200000,93317.98,active
5745,35249,MasterCard,4499418640346279408,09/33,500000,39046.2,blocked
5746,68312,Discover,503842484027,06/29,200000,59570.54,blocked
5747,52529,Discover,36564054285088,11/27,100000,76341.21,expired
5748,49973,MasterCard,4742501421688484,07/31,50000,66467.54,expired
5749,22804,American Express,573317633937,05/33,50000,10659.57,expired
5750,7232,American Express,4597233392993019562,10/26,100000,66714.38,blocked
5751,16155,Visa,3592504491367214,07/29,200000,77338.04,expired
5752,40201,American Express,4721879764072036,04/27,50000,61945.22,expired
5753,16650,American Express,213114227852680,08/30,200000,27697.09,expired
5754,71130,Discover,4879523927270588,01/29,100000,75817.3,expired
5755,21905,MasterCard,213134297065039,12/33,100000,17980.5,expired
5756,43935,American Express,30081675371557,12/34,100000,69511.5,expired
5757,75553,MasterCard,213171106299664,03/28,100000,84689.66,active
5758,17645,MasterCard,4064844675006676,01/33,500000,17354.01,active
5759,77940,American Express,4510075940084,03/35,50000,37623.22,blocked
5760,36487,Discover,575164951890,05/33,100000,66200.84,blocked
5761,77597,Discover,349279540236809,02/28,200000,34156.52,blocked
5762,2643,Discover,4926580826297107,01/34,500000,83875.17,active
5763,83258,MasterCard,4438091075340292,01/28,100000,10739.74,blocked
5764,47348,MasterCard,3566248347175403,12/33,50000,89256.0,blocked
5765,87546,American Express,60432598955,12/29,100000,57839.3,active
5766,36947,American Express,30551132711967,07/28,100000,71980.46,active
5767,12603,American Express,343114177149684,04/26,100000,26392.66,expired
5768,1569,American Express,346152720098062,04/27,100000,15286.17,blocked
5769,279,American Express,4108480953859854,07/32,50000,37186.68,blocked
5770,71035,American Express,213185174419913,08/34,500000,23770.07,blocked
5771,89095,Discover,4865670484168329,06/25,500000,31959.11,active
5772,99066,Discover,30482150717704,06/34,100000,63265.8,active
5773,27339,MasterCard,30068041794737,07/28,100000,21558.14,blocked
5774,57963,MasterCard,6594652176839485,08/32,100000,14070.79,expired
5775,43426,Discover,38256917713244,02/30,500000,39263.97,blocked
5776,25266,Visa,3596466042835519,12/28,200000,50126.36,active
5777,56473,American Express,3582990525813301,11/32,100000,48670.58,active
5778,31531,American Express,3511974533525624,07/27,200000,89506.32,active
5779,21427,MasterCard,639090371704,03/27,500000,17942.17,expired
5780,77637,American Express,180071074768790,07/34,50000,60166.75,active
5781,762,American Express,180076788579441,08/32,200000,7966.4,expired
5782,5367,Discover,6582529836152133,05/29,500000,47448.67,active
5783,39342,Visa,4419042737861723,10/30,200000,5008.01,active
5784,47284,American Express,6011007405779306,12/28,500000,28603.15,blocked
5785,6525,Visa,343529694003579,07/25,50000,79866.48,active
5786,98886,Visa,4058750458147,03/26,200000,91335.33,expired
5787,86143,Visa,6528812174455145,05/33,500000,28717.07,expired
5788,22098,Visa,344566753853360,04/31,200000,71020.77,blocked
5789,37362,American Express,4630602828743685,05/28,100000,66113.7,expired
5790,26366,MasterCard,561668714802,08/28,100000,32193.09,expired
5791,77886,Discover,6011884288745566,09/26,50000,3068.88,expired
5792,16738,MasterCard,2575056232945272,09/27,50000,87161.62,active
5793,29890,Visa,4392570674017074,12/33,500000,18364.95,blocked
5794,79104,MasterCard,2223574384198793,01/26,100000,68964.78,active
5795,69920,Visa,377703339712527,10/33,200000,43896.48,active
5796,489,Discover,213191449787688,07/26,500000,75597.19,active
5797,86301,Visa,4086331730795927,10/26,50000,46405.34,blocked
5798,99036,American Express,378419058002367,10/29,500000,93348.06,blocked
5799,11834,Visa,639019240451,01/29,500000,19108.83,blocked
5800,96035,Visa,4355267121687105,10/27,50000,51945.06,active
5801,48389,American Express,630405552492,03/28,100000,7572.97,expired
5802,79570,American Express,630443096445,11/34,100000,22795.07,active
5803,75671,MasterCard,38754672601596,01/26,500000,38276.69,expired
5804,69548,American Express,570388243307,02/33,200000,9710.24,active
5805,7536,MasterCard,3520214515601062,07/34,50000,53351.19,expired
5806,59397,Discover,30421916505011,12/31,500000,83073.62,active
5807,9512,Discover,4238821093732243583,05/34,50000,46855.79,expired
5808,64396,Visa,6539933093208527,05/29,50000,74025.59,active
5809,66035,American Express,213128287445144,01/28,200000,95920.8,blocked
5810,76187,American Express,4155154410654131,08/26,500000,91519.73,blocked
5811,17062,American Express,180069502895094,06/30,50000,73170.9,blocked
5812,61242,American Express,6011471997554990,03/27,50000,72174.91,expired
5813,84987,Visa,2700413628989679,07/25,500000,61136.08,active
5814,99812,MasterCard,4838453055659214,06/27,500000,96819.65,blocked
5815,560,Discover,3552075327453385,01/30,100000,10123.13,active
5816,55199,Discover,213128194325488,10/34,100000,37192.73,active
5817,33276,Visa,3525607606003459,12/28,50000,30197.78,active
5818,48949,Visa,4428885888445,03/35,50000,92547.41,active
5819,13298,Discover,213177344566301,03/34,500000,31643.45,expired
5820,35924,MasterCard,4464437377165,10/30,100000,53143.39,expired
5821,58768,American Express,30153647873166,09/32,200000,18434.68,active
5822,92431,Visa,6011165101035058,05/26,500000,29838.77,blocked
5823,93870,Visa,4253878099048440160,05/27,100000,34659.69,active
5824,27660,Discover,30500113161742,06/31,100000,38728.94,expired
5825,5362,Visa,36340677490367,02/26,100000,35535.24,expired
5826,32936,Visa,567229643000,08/30,200000,83395.02,active
5827,75929,Discover,6597405155882365,09/28,50000,86978.12,expired
5828,72268,American Express,4747998761136,04/31,500000,80828.12,expired
5829,96813,Discover,180029419334421,05/25,200000,55336.69,blocked
5830,4039,American Express,3501322998347161,09/25,50000,85342.0,expired
5831,70961,American Express,6554366599149210,08/31,200000,40329.13,active
5832,57803,MasterCard,4720860835350732514,03/31,200000,13891.5,active
5833,37158,Discover,4753747367132883993,05/31,200000,64498.0,blocked
5834,14732,American Express,373566708207518,02/27,500000,29459.67,expired
5835,29685,Visa,4053147323055118,01/26,50000,99646.0,blocked
5836,63465,Discover,6597278659090037,08/32,50000,91253.26,active
5837,98442,Visa,3527556044569621,08/29,100000,7450.55,active
5838,91551,Discover,2251732282135920,09/28,50000,68025.73,active
5839,63834,Discover,4315298548460,02/35,50000,32375.66,blocked
5840,75311,American Express,3597516887587234,06/29,100000,55741.76,active
5841,85466,Discover,3507479146728132,04/25,500000,24758.0,active
5842,69972,Discover,3555642516338367,05/30,200000,43276.55,active
5843,25793,American Express,4019087877490738,12/34,50000,11143.59,expired
5844,56309,American Express,3598361554449585,01/29,100000,13169.42,blocked
5845,19025,MasterCard,180008451652346,10/32,100000,37989.27,blocked
5846,82883,MasterCard,5149391340466071,05/26,200000,1100.25,active
5847,1512,MasterCard,341328944156663,12/29,50000,8559.07,blocked
5848,46321,Visa,343511226553412,02/28,500000,6503.3,blocked
5849,26675,Discover,4436115802643003802,08/32,100000,67442.36,blocked
5850,5647,Visa,4095970442196,04/25,50000,70544.21,expired
5851,31472,Visa,213141884332649,10/30,500000,60977.01,expired
5852,67814,MasterCard,4000712695956010054,11/34,500000,96530.24,expired
5853,72079,Visa,6500017980112565,01/31,200000,27151.09,blocked
5854,98316,MasterCard,375498412823091,09/34,500000,74001.6,blocked
5855,38756,MasterCard,2438267044160557,04/34,50000,83213.52,expired
5856,74537,Discover,3500567643831313,05/34,50000,67371.66,active
5857,59922,Discover,3551535070329000,05/33,500000,7942.88,blocked
5858,95156,American Express,6504608752981918,05/28,200000,67164.18,blocked
5859,51795,Visa,38146732627895,01/28,50000,27555.68,active
5860,242,Visa,5103659384605562,01/34,200000,59784.43,blocked
5861,50377,Discover,375430703438586,05/33,200000,10170.3,active
5862,91951,American Express,3525551150416826,07/29,500000,3055.88,expired
5863,33826,Discover,370132492698728,02/30,50000,19929.91,blocked
5864,13152,MasterCard,4783792546968824,10/30,100000,93972.08,expired
5865,67206,MasterCard,60465874026,12/31,100000,12577.62,blocked
5866,63535,Visa,375364806376775,04/26,100000,46450.76,active
5867,48610,Discover,3557631588731151,07/29,100000,27700.34,active
5868,96291,American Express,4666361608238518,11/25,50000,33157.84,active
5869,3211,Visa,38861427949087,03/29,50000,55794.43,expired
5870,31047,Discover,577702241404,09/29,50000,20306.45,blocked
5871,42167,Visa,3551128970311961,01/27,500000,52201.0,expired
5872,26310,MasterCard,6551684182111337,10/30,50000,43288.21,active
5873,41955,Visa,2232667803644600,05/32,50000,37444.26,active
5874,39686,MasterCard,3589810095217944,10/25,100000,1348.88,active
5875,98479,Visa,3592067617863151,07/33,50000,24815.52,blocked
5876,51674,MasterCard,4731915703975427674,04/26,100000,64547.73,active
5877,99146,Discover,503835745855,09/33,200000,17862.03,active
5878,82507,Visa,2720564200963239,10/26,200000,38327.8,active
5879,10605,Discover,343704909555271,11/29,500000,73483.53,expired
5880,99549,MasterCard,4671229893501430471,02/30,50000,20103.21,expired
5881,21618,Discover,342366488675549,05/25,50000,79241.0,expired
5882,83315,Discover,4767561898232497,10/33,100000,3894.76,blocked
5883,80863,American Express,38056562091486,09/28,50000,13449.22,active
5884,40774,MasterCard,4525832641445,05/29,500000,62256.75,active
5885,78734,American Express,4510280804018144,07/34,500000,86452.65,expired
5886,65111,Discover,676101733142,08/33,200000,17583.83,expired
5887,64295,MasterCard,180082309406403,05/30,100000,39431.18,expired
5888,26539,Visa,6011974674616842,12/27,50000,70881.5,blocked
5889,18512,Visa,4494510409718,09/33,500000,93634.14,blocked
5890,2537,Discover,3515359000368169,08/32,50000,4606.19,blocked
5891,33828,MasterCard,4258360913130596,06/33,500000,68603.27,active
5892,85633,Visa,4757025494649659700,02/33,200000,22744.07,expired
5893,79773,MasterCard,376512951701416,10/29,200000,20220.13,blocked
5894,87402,American Express,180009845013690,12/26,100000,50675.92,expired
5895,77508,Discover,3569358457524220,04/33,200000,23987.12,expired
5896,56015,American Express,6011987393299278,06/25,200000,40378.79,blocked
5897,26952,Visa,502031023174,05/26,100000,31242.0,expired
5898,29562,American Express,4952128528054,01/27,50000,21883.81,active
5899,78110,Discover,4947524816480856,09/28,50000,39730.82,active
5900,13837,MasterCard,639078127441,11/25,500000,4539.82,blocked
5901,88115,American Express,2260360305869421,12/29,500000,70004.7,blocked
5902,91400,MasterCard,6011508439898905,09/28,50000,71600.71,active
5903,18116,Visa,4431577813200746628,02/28,100000,18542.09,blocked
5904,66942,MasterCard,676341522289,04/27,500000,65410.0,active
5905,80751,American Express,4908983543950,01/29,500000,28596.65,active
5906,71088,American Express,4028351250596068,10/26,100000,9231.02,expired
5907,69688,MasterCard,4292780155583913,05/25,200000,29211.02,active
5908,64241,MasterCard,2279070064048567,04/29,50000,14214.98,expired
5909,47661,Discover,4182989423256612905,08/33,500000,59036.34,blocked
5910,60550,Visa,6011217263190187,02/35,200000,54396.56,blocked
5911,93620,MasterCard,4481022289351743431,11/28,500000,26922.5,active
5912,46674,Visa,4462143094036271939,01/35,50000,57617.69,blocked
5913,85993,Visa,4836576845892083,07/28,500000,89745.01,blocked
5914,99741,Visa,2241197658771158,07/28,500000,6056.89,blocked
5915,80929,MasterCard,3515587025170604,12/26,100000,10612.96,expired
5916,69586,Visa,4617630673396298,10/28,200000,28516.87,blocked
5917,9307,American Express,3507260938746197,04/29,200000,69421.56,active
5918,80645,American Express,180062605732256,04/25,500000,97057.21,blocked
5919,31764,MasterCard,213132173728340,08/25,100000,41900.16,expired
5920,36946,Discover,3577451708710845,02/27,200000,92915.38,blocked
5921,72271,Visa,4191315733363850,05/28,50000,58051.68,active
5922,67308,Visa,6011189058531992,08/32,50000,82616.35,blocked
5923,23817,MasterCard,372691495404952,08/34,500000,43654.27,active
5924,13279,Discover,4605446150339486703,07/30,500000,99708.82,blocked
5925,64257,Discover,180080601633724,01/35,100000,8578.86,blocked
5926,28852,American Express,3527164849811817,02/30,100000,66994.41,blocked
5927,84972,Visa,30348387510602,06/33,50000,19187.44,expired
5928,39824,MasterCard,213110181860107,04/32,100000,46715.29,active
5929,16007,American Express,2470151138999824,01/34,100000,33648.17,expired
5930,99498,MasterCard,4132318801497545,09/25,100000,55331.6,blocked
5931,17269,American Express,6011977814277920,04/33,500000,71825.8,blocked
5932,94425,American Express,3567134157326428,10/32,100000,1246.48,active
5933,49922,Discover,3502365553902846,12/28,50000,63209.38,expired
5934,62935,Discover,213123369786606,08/32,200000,17034.11,expired
5935,79517,Visa,4284163833574442680,03/29,100000,33919.79,blocked
5936,69255,Visa,6011989223513498,06/31,50000,89638.39,active
5937,33530,Discover,5126154099974308,08/27,100000,92315.02,blocked
5938,86980,Discover,4404437312677964,02/34,200000,69505.06,blocked
5939,37746,American Express,3559706350239506,01/33,100000,82800.88,active
5940,60141,MasterCard,213129083589945,02/31,100000,36915.15,expired
5941,88066,Discover,3519867559242425,07/32,100000,80665.57,active
5942,22288,MasterCard,378143358247452,10/31,500000,2867.06,active
5943,45797,MasterCard,3500353274388562,12/25,50000,3952.07,expired
5944,70766,Discover,3576751388954329,03/34,50000,83264.54,active
5945,70815,MasterCard,30380843894502,12/29,200000,28275.7,active
5946,24821,MasterCard,676241587812,03/32,500000,85686.77,blocked
5947,22670,American Express,502073097334,03/34,100000,13803.14,blocked
5948,33054,Visa,4576980501347032,07/30,50000,28979.1,expired
5949,47986,Visa,213101304209165,01/35,500000,75610.38,active
5950,97259,MasterCard,6524212987446668,01/27,100000,44431.94,blocked
5951,88924,MasterCard,4225063735641481,05/33,500000,14826.32,blocked
5952,40538,Visa,213178080862839,10/32,500000,7223.69,blocked
5953,54686,MasterCard,36556075084037,08/34,50000,68190.21,active
5954,54814,American Express,501853165949,05/26,500000,91385.49,active
5955,9602,Visa,344201405449561,06/33,500000,15743.65,expired
5956,90985,Discover,3512343699242052,07/29,100000,27283.24,active
5957,35004,Visa,4598140529421434,01/34,500000,52619.24,blocked
5958,13709,American Express,2225122466868897,12/27,200000,36003.17,blocked
5959,85575,Discover,60423583164,10/30,500000,89120.87,active
5960,3109,American Express,3519724090308399,03/28,200000,64851.02,blocked
5961,13870,American Express,4296253637945336728,01/26,200000,26480.13,active
5962,44851,Visa,30172410198833,09/25,100000,34370.85,active
5963,65759,Discover,4838880909808,11/31,50000,9335.27,blocked
5964,82490,Visa,4931857232412170,01/34,200000,92367.42,active
5965,83888,MasterCard,341701063912001,01/28,200000,22309.71,active
5966,82980,Visa,213164656624191,08/27,100000,29819.6,blocked
5967,24801,MasterCard,4796153760797,04/26,50000,90737.85,active
5968,43634,Visa,6011992681336055,05/27,500000,24418.77,expired
5969,52244,Discover,675948248322,10/33,100000,41879.79,active
5970,58948,Visa,2637338937803121,09/32,100000,93532.41,expired
5971,59376,MasterCard,4905801151762366910,10/30,100000,59068.73,blocked
5972,59489,Visa,6595790827025002,09/25,100000,63104.84,blocked
5973,67227,American Express,4164631016850923,03/30,50000,47840.97,active
5974,20205,American Express,180078372713618,01/31,100000,33372.1,expired
5975,1163,American Express,3577621124436593,09/28,100000,43084.34,blocked
5976,50296,Visa,2243141503631637,08/29,100000,63497.73,blocked
5977,66326,American Express,3530524498975103,01/28,500000,7758.62,blocked
5978,18775,Discover,6518340880164811,09/33,200000,14581.81,active
5979,93263,Visa,5469491139470524,07/25,500000,97103.12,blocked
5980,87897,Discover,4249419021669510315,02/32,100000,4060.28,blocked
5981,64371,MasterCard,4102208040881,04/32,100000,74982.22,expired
5982,10873,Visa,4754138590409,09/29,200000,58255.64,expired
5983,7186,Visa,4441195323169,05/30,100000,92680.11,expired
5984,55139,Discover,6543837774137489,07/25,500000,18753.37,expired
5985,57750,American Express,3522820820111908,06/27,100000,30794.23,blocked
5986,5147,American Express,378191005416285,11/27,100000,95073.53,blocked
5987,82538,Discover,4557245729894998,02/26,50000,76757.42,expired
5988,22108,Visa,4711355707839064,04/32,100000,5877.98,expired
5989,88595,American Express,3573575547614844,02/27,500000,67748.71,expired
5990,43493,American Express,4814990352815673675,01/26,100000,96840.43,expired
5991,45328,MasterCard,180019088088507,04/34,500000,85748.61,blocked
5992,3613,MasterCard,3585473839621022,08/28,200000,80986.1,blocked
5993,84193,Visa,4783587219552743,08/31,200000,92168.79,expired
5994,20798,MasterCard,2279729672191883,03/32,100000,12146.71,expired
5995,96787,Visa,3587675408083214,02/30,50000,95375.18,expired
5996,92430,Discover,4364970435920629516,09/26,200000,64022.37,active
5997,30757,American Express,4892903536650672,10/28,200000,64138.76,expired
5998,43749,Visa,4405981185906124317,08/26,100000,81709.18,expired
5999,10617,Visa,4330133479999965,09/28,50000,83545.94,active
6000,86930,Visa,3576233954634528,09/32,200000,11933.41,blocked
6001,38862,Visa,2256851243958686,06/27,50000,96117.88,expired
6002,62142,MasterCard,4585142479035,08/32,200000,66784.4,active
6003,96554,MasterCard,4848746438622746336,04/26,100000,60641.87,blocked
6004,98385,American Express,4085263008056008,03/31,200000,9859.77,active
6005,40692,Visa,4671707288396781,09/28,500000,8773.08,active
6006,64928,Visa,3531102574862013,03/28,50000,35637.58,expired
6007,9462,Discover,30146231366050,10/29,50000,59912.62,expired
6008,78563,MasterCard,4314609957815609,01/31,50000,38041.83,expired
6009,24627,Visa,6011151211285031,01/30,500000,89940.08,blocked
6010,89951,American Express,676284157689,10/33,100000,38715.54,blocked
6011,45654,American Express,180074776435684,01/30,100000,89645.91,expired
6012,34223,MasterCard,2258575109009940,07/28,100000,78744.3,active
6013,44254,American Express,3593485900664491,12/25,500000,25064.44,active
6014,42140,Discover,38433912266839,07/29,200000,59185.01,blocked
6015,57794,Visa,4840894193670170510,08/29,500000,95197.93,active
6016,66059,Discover,375206299883744,09/32,50000,30310.75,expired
6017,36327,American Express,4243758276125303083,08/28,500000,88576.68,expired
6018,3917,Visa,4249936119370979,03/26,200000,87914.16,active
6019,18429,American Express,30254032393743,07/34,500000,61250.38,blocked
6020,79361,American Express,4530684042513616,07/31,50000,50075.47,active
6021,12703,American Express,4960152228445966967,11/28,200000,35985.7,active
6022,70518,American Express,3552482048841692,11/25,100000,81486.81,expired
6023,33314,American Express,4806601819557391,11/31,50000,87185.93,blocked
6024,34081,American Express,3587943363307444,12/33,200000,1411.78,active
6025,72266,Discover,346856155289976,05/33,500000,64149.79,blocked
6026,91291,Discover,30428606284203,11/26,50000,93622.58,active
6027,68077,Visa,38537475766603,11/33,100000,5780.19,expired
6028,14535,MasterCard,3546863994082333,09/30,500000,38719.25,blocked
6029,61231,American Express,2229211382035305,10/31,500000,97952.0,blocked
6030,93548,American Express,341347084719783,05/29,50000,43076.56,expired
6031,92233,Visa,3566215253632081,09/29,50000,99657.69,expired
6032,32314,Visa,377266451375473,07/28,100000,23675.65,blocked
6033,83671,Discover,379786800148501,05/26,100000,13122.8,active
6034,61702,Discover,4982749212433250,07/34,500000,28962.87,expired
6035,68770,Discover,180079381561444,07/32,200000,55077.92,active
6036,44273,MasterCard,6011013485218934,02/33,500000,15985.89,active
6037,33464,Visa,3504849291226582,11/27,200000,93851.5,active
6038,86022,Visa,2378343656004136,06/32,200000,32432.29,expired
6039,73111,Visa,375677271713549,07/29,50000,8427.9,active
6040,64410,MasterCard,30172524025682,12/32,100000,26080.16,blocked
6041,8868,American Express,30359966941852,03/31,200000,35972.21,expired
6042,2791,Discover,2366519800680665,06/34,100000,74191.21,active
6043,29527,Visa,3542538765290620,02/35,100000,4039.98,blocked
6044,48583,American Express,4746792080591251,02/29,50000,4739.55,expired
6045,73536,Discover,6509400708461582,01/27,500000,98725.32,active
6046,69673,Visa,3574487583988554,09/30,100000,58465.84,active
6047,49936,MasterCard,4732398058726287,10/25,500000,45299.21,expired
6048,69325,Visa,4093250586766,03/35,50000,7253.62,blocked
6049,72226,Visa,370003485179911,09/34,100000,96377.13,blocked
6050,61604,MasterCard,4091199838912253,01/33,200000,39557.21,expired
6051,28191,Visa,4403126692248873,12/34,200000,61730.23,expired
6052,7208,Discover,6568799007906033,10/31,500000,2618.25,active
6053,34898,MasterCard,3565010046340477,09/25,500000,31368.97,active
6054,77097,Discover,4106938273780748,05/29,200000,74510.8,blocked
6055,92286,MasterCard,4090169791700186,05/29,100000,61060.88,blocked
6056,61531,MasterCard,4864550443929311,01/35,50000,29436.24,expired
6057,94998,Visa,4728153106234,03/33,100000,11451.52,blocked
6058,15813,American Express,4767808688898577,07/25,50000,99982.84,expired
6059,80101,Discover,348005001582394,04/25,50000,74719.56,active
6060,54539,Visa,3549918606161979,11/27,200000,37579.0,active
6061,30535,MasterCard,4954315154076876712,12/27,50000,42253.91,expired
6062,19474,Discover,30485717862186,06/34,500000,13940.95,expired
6063,59362,MasterCard,378031524346722,10/28,50000,66274.89,blocked
6064,93822,American Express,4498507947697,11/27,100000,71504.08,blocked
6065,84205,MasterCard,676382669163,07/28,500000,24767.32,active
6066,17623,Discover,4318669046866886,08/30,200000,44295.65,active
6067,33194,MasterCard,3518319812690025,10/31,200000,68935.1,expired
6068,45180,Visa,180074841839472,04/28,500000,54460.26,expired
6069,94978,American Express,6011770156753784,02/35,100000,53476.31,expired
6070,54078,American Express,2720731109550355,01/35,50000,63277.27,blocked
6071,93855,Visa,343766520433535,09/30,50000,60920.97,expired
6072,65124,MasterCard,4012159111854799561,12/28,50000,41208.83,blocked
6073,52340,American Express,3528198742416505,01/26,500000,11267.76,blocked
6074,9467,Discover,501830955321,12/34,50000,87625.94,expired
6075,16852,American Express,30297642686428,01/33,50000,96224.36,active
6076,63990,Visa,3524545465932957,04/30,100000,84171.36,blocked
6077,5929,Visa,6011606505904605,02/35,200000,85872.95,expired
6078,29752,Discover,3593972253112962,11/34,50000,12166.84,blocked
6079,94493,Discover,2298370598895922,11/32,100000,1841.06,active
6080,8493,MasterCard,180087167736171,12/25,100000,85558.43,blocked
6081,21361,American Express,180002405129840,04/33,200000,67320.19,expired
6082,79625,MasterCard,30195098619143,10/31,200000,27795.06,expired
6083,12017,Visa,3597786710356905,05/26,200000,69359.71,expired
6084,27996,American Express,3561731956707306,04/33,200000,57815.51,blocked
6085,35685,Discover,2285241516728674,02/30,500000,88907.81,blocked
6086,15402,American Express,180041034695953,09/32,100000,8983.16,blocked
6087,17743,Discover,30230297896265,07/29,50000,76787.81,blocked
6088,20450,MasterCard,4593764112125964,12/25,200000,5738.08,expired
6089,84824,MasterCard,180089896615486,02/26,100000,64324.48,expired
6090,16953,American Express,4058491546838,11/33,500000,45857.11,expired
6091,77078,MasterCard,3535067376571995,10/25,200000,7260.43,active
6092,19309,MasterCard,2239661601971722,07/26,50000,50234.14,blocked
6093,47118,Discover,2322556975914654,02/30,200000,52628.91,blocked
6094,19310,Visa,342868303253048,07/26,100000,92789.48,expired
6095,99828,Visa,3595773211784738,12/33,200000,30030.26,active
6096,60789,Visa,4807140868001893,11/25,50000,22513.97,active
6097,74472,Discover,4921507983553316,12/31,100000,36072.62,expired
6098,15329,American Express,6595135508965672,09/26,50000,72063.95,active
6099,67458,MasterCard,347597275385182,06/33,50000,28446.09,active
6100,83190,Discover,2507833065737155,10/28,100000,50681.77,active
6101,58946,Discover,36064737162465,03/31,500000,94105.14,expired
6102,78717,MasterCard,3590441035485495,02/33,100000,99581.99,expired
6103,40022,Visa,2257811776924959,11/34,100000,91245.35,expired
6104,82847,Visa,4940920700531175,06/32,100000,77865.54,blocked
6105,67792,Visa,4023558900856,01/29,100000,53861.57,blocked
6106,42750,Visa,2297867244132247,10/32,50000,36113.18,active
