card_id,user_id,card_type,card_number,expiry_date,credit_limit,current_balance,status
15678,78738,American Express,2711008836886993,05/31,100000,59109.26,expired
15679,41825,Discover,4392697583288879539,10/29,100000,63843.77,expired
15680,39489,Visa,4600715876176,10/31,200000,2202.35,expired
15681,20439,Visa,630493764439,09/28,100000,74841.72,expired
15682,16775,American Express,30372719196138,10/32,200000,48050.54,active
15683,66765,Visa,501806370646,12/31,50000,52009.3,blocked
15684,74895,Discover,4370547036452,10/32,200000,55248.22,blocked
15685,46915,American Express,676280012425,03/33,50000,65398.91,blocked
15686,24423,American Express,5351071178645276,04/30,200000,18121.1,expired
15687,38,American Express,213169434445942,10/29,200000,30120.07,active
15688,71092,American Express,2656455788434255,07/28,200000,24771.14,blocked
15689,13671,Discover,4055379656397401797,04/28,200000,81075.29,active
15690,33595,Discover,180074093131123,10/26,500000,73312.07,active
15691,47880,Visa,3523646893769432,04/25,50000,77369.94,active
15692,98875,American Express,3530875168282737,03/28,50000,4639.0,active
15693,15531,MasterCard,6011169127853544,03/31,500000,16081.48,blocked
15694,83095,American Express,4812848061879,08/30,200000,90689.51,blocked
15695,92037,American Express,3568701777305930,02/28,500000,21896.55,blocked
15696,76842,Discover,3539355640886802,08/28,100000,78937.72,active
15697,99479,Discover,180059465388732,02/35,50000,90203.82,expired
15698,51647,Discover,6011540473936077,12/27,50000,77770.95,expired
15699,97521,American Express,675914369961,12/26,100000,21017.82,active
15700,82321,American Express,564939970773,01/33,200000,14228.14,active
15701,87553,Visa,4840374555204,10/30,100000,55339.47,blocked
15702,65937,American Express,4053792646591180,05/25,200000,65028.25,blocked
15703,13437,American Express,4625784092201249,02/32,100000,58158.56,expired
15704,56990,Discover,2379192094189150,03/31,100000,91544.18,active
15705,58385,Visa,3532429483613347,08/25,500000,92832.41,active
15706,51632,Visa,3573528901182338,11/25,100000,82153.79,active
15707,12263,MasterCard,30291064199879,11/29,200000,18108.05,blocked
15708,23719,MasterCard,3529728837200841,07/26,50000,53183.99,expired
15709,208,Discover,6528482261866651,11/30,50000,84862.84,expired
15710,16490,MasterCard,4965127538206885,03/31,50000,34520.23,active
15711,4397,American Express,4269720732181830,11/28,50000,51427.9,active
15712,31341,Discover,3507132755953232,07/28,100000,78186.7,expired
15713,25500,MasterCard,501829311056,06/25,100000,29047.98,expired
15714,61599,Visa,6585714328128885,09/31,50000,96126.99,blocked
15715,99424,MasterCard,3540500882153323,06/33,100000,23471.73,active
15716,55270,Visa,3545065845885960,01/30,500000,5437.74,blocked
15717,30059,Discover,341577319014325,07/29,100000,33208.51,expired
15718,1684,Visa,4057871824451288,12/32,200000,77760.65,active
15719,91586,American Express,4328144810877,05/32,500000,36839.35,blocked
15720,15574,MasterCard,639027395859,11/32,50000,80974.09,blocked
15721,43796,Visa,213117333436736,11/30,100000,53545.46,active
15722,75297,Discover,180011865812563,03/32,50000,84281.46,active
15723,68722,Discover,3574596758824533,01/32,100000,37552.04,active
15724,57749,American Express,4841457216763,08/27,100000,86147.55,active
15725,31629,Discover,4320401146764,10/26,500000,41676.08,expired
15726,65871,Discover,4114978234024,02/30,50000,14794.5,active
15727,88807,MasterCard,4374936131840345,07/34,100000,45547.84,active
15728,96710,American Express,3568940324139752,07/33,500000,16842.95,blocked
15729,20885,Visa,180082810290726,05/25,200000,12399.54,active
15730,53582,Discover,4250954149708338,04/27,50000,48867.55,active
15731,81199,Visa,2713889094800570,01/34,500000,25752.03,expired
15732,29290,American Express,30015116918188,03/27,500000,89007.7,blocked
15733,4654,MasterCard,5224978601752641,02/29,200000,47890.24,expired
15734,72192,Visa,371420079587615,04/27,200000,3812.71,blocked
15735,51272,Visa,3526114246068819,11/31,200000,66031.72,blocked
15736,25236,Discover,2320225691057972,02/32,100000,3294.51,active
15737,86948,American Express,3575308417541717,08/34,50000,13264.46,expired
15738,19898,MasterCard,4807674427541,09/33,200000,66828.74,active
15739,51245,Visa,4885460257899151,04/33,100000,77807.9,expired
15740,37600,American Express,213154396441980,01/35,100000,50855.1,active
15741,53472,Discover,3583042767043889,09/28,500000,71657.17,blocked
15742,61324,MasterCard,377358120158602,08/30,50000,4351.1,blocked
15743,45369,American Express,2222237273053005,10/25,50000,64705.26,active
15744,42194,American Express,36611900428659,05/25,200000,78331.99,blocked
15745,65467,MasterCard,3515714655227468,06/29,50000,29943.95,blocked
15746,50425,MasterCard,4776512581224588385,11/34,100000,82186.0,expired
15747,43020,Visa,5544719684509505,09/28,500000,87579.99,blocked
15748,61306,MasterCard,5279837672135272,07/25,50000,4796.81,active
15749,70988,American Express,30204167582511,11/33,500000,25675.16,active
15750,16643,American Express,060441240763,05/33,100000,71676.09,blocked
15751,76368,American Express,4953758704213638,08/27,500000,48130.11,expired
15752,83809,MasterCard,4480927396755302504,08/32,50000,74224.63,expired
15753,82760,American Express,180023781057223,12/31,50000,50326.47,active
15754,35923,Discover,3520420877957709,09/26,200000,78175.77,active
15755,36170,American Express,4711410703230816,08/28,50000,24634.96,expired
15756,43979,Discover,30487588561566,09/34,200000,69387.08,active
15757,47564,Discover,30220799016868,01/30,50000,64116.96,active
15758,55833,Visa,3515416932561665,07/31,200000,49043.47,active
15759,99858,American Express,4691380634849287,06/32,500000,39669.95,active
15760,34672,Visa,4708718640639107879,01/28,100000,71975.52,blocked
15761,50068,American Express,4881920911889354811,06/26,200000,67758.99,active
15762,53606,Visa,4619836694890067989,12/30,200000,56863.27,expired
15763,12800,MasterCard,3545194087570906,09/25,500000,88742.79,active
15764,82875,Discover,3533298006223721,08/27,500000,93722.99,active
15765,45958,MasterCard,4143641409524809,10/34,50000,15986.32,expired
15766,22860,Discover,4656378231185965878,04/27,50000,70042.01,active
15767,11517,Visa,30370961586410,11/29,100000,52679.77,active
15768,27244,Visa,4838339541575363,01/32,200000,76122.05,expired
15769,59388,Discover,3574992894187556,07/30,50000,52852.5,expired
15770,7253,MasterCard,180012455168259,05/26,100000,48569.18,expired
15771,7039,American Express,370200550167561,11/28,100000,9143.69,blocked
15772,9995,American Express,4064175275171390288,03/27,500000,9674.73,expired
15773,88727,Discover,213101959740555,08/34,200000,46934.5,active
15774,46926,MasterCard,4973566077253396,03/26,500000,24388.76,expired
15775,97211,American Express,4157811274652950,05/32,100000,56017.1,active
15776,46472,American Express,4424393294981047,10/30,200000,95364.61,active
15777,11715,Visa,180036712329354,02/28,100000,18325.36,active
15778,17014,MasterCard,4890782937924,07/32,200000,16732.97,active
15779,12213,MasterCard,676344606642,08/34,100000,84405.84,active
15780,20218,American Express,4077310895616657,12/34,500000,93126.27,active
15781,34462,MasterCard,345777058624872,02/27,200000,96833.62,active
15782,57138,Discover,4307008266845788,09/34,50000,70583.64,active
15783,36395,Discover,38316914448176,03/32,200000,90764.47,expired
15784,6710,American Express,2233600819534449,01/30,100000,19403.59,blocked
15785,29807,Visa,6011936463354497,09/29,200000,43727.27,expired
15786,99698,MasterCard,676141404340,07/30,100000,61117.22,active
15787,45431,MasterCard,3537519256935755,03/33,100000,72467.8,blocked
15788,67531,MasterCard,344566906520338,12/28,50000,44668.95,expired
15789,52577,Visa,5467353235253091,08/29,200000,54811.09,expired
15790,30331,American Express,4644371503146,07/29,100000,49624.12,blocked
15791,41997,MasterCard,180036099771822,03/35,500000,28085.4,blocked
15792,27979,American Express,4431306196614590,03/33,500000,5286.61,blocked
15793,21597,MasterCard,375650799389423,02/35,500000,19213.57,active
15794,77395,Visa,3535964977230601,03/29,50000,38271.2,expired
15795,83897,Visa,3545231729416948,08/31,200000,96334.35,blocked
15796,39737,American Express,30308697475532,05/25,50000,42524.67,active
15797,40448,MasterCard,4386980917529,08/32,100000,69417.92,blocked
15798,8606,MasterCard,4935072612594,04/31,500000,22885.54,expired
15799,80486,American Express,3568036124944499,07/30,50000,36152.39,expired
15800,55925,MasterCard,213114989940103,04/26,500000,1625.62,blocked
15801,76158,Discover,4407331568457633112,03/27,500000,39458.41,blocked
15802,76646,Visa,36372922008611,06/28,50000,71319.51,blocked
15803,82275,American Express,5123967480673665,01/27,500000,8618.28,blocked
15804,69618,Discover,2570735869182854,11/32,100000,83462.91,active
15805,54199,American Express,4985622819447,03/33,200000,3135.15,active
15806,95020,Visa,6519049824496994,05/34,100000,26040.47,expired
15807,802,American Express,4628611826755,02/27,500000,52863.89,active
15808,40053,American Express,38985041703891,10/31,100000,87217.09,expired
15809,62308,American Express,4424524932628976,10/26,50000,96627.47,active
15810,72337,Discover,4132248646896855110,11/33,50000,14306.61,blocked
15811,78368,Discover,180087241837409,10/25,500000,44132.6,expired
15812,52954,Visa,372246651344524,05/25,500000,75625.34,expired
15813,60067,MasterCard,4093514652289,05/34,100000,38262.28,expired
15814,65867,Discover,3595924966246247,04/32,50000,4960.26,expired
15815,72512,American Express,342344720833234,07/28,100000,5364.99,blocked
15816,42419,Visa,180087954569819,11/27,50000,65425.48,blocked
15817,42090,Discover,36145818221666,12/32,100000,25837.95,expired
15818,42695,Visa,4232051572670778076,09/31,500000,38401.7,expired
15819,52131,American Express,6011334492288045,11/33,500000,92658.32,expired
15820,67439,American Express,349389162639303,08/30,50000,32699.95,expired
15821,77844,American Express,6011819521616174,09/29,500000,41946.22,blocked
15822,5798,Discover,6011246303030830,05/30,500000,47824.2,blocked
15823,65609,American Express,345235240098281,06/29,50000,24023.13,active
15824,3576,Discover,30045020594890,03/26,200000,71144.89,blocked
15825,24161,Discover,2245437205194108,02/31,100000,62774.29,expired
15826,99768,Discover,2233508962662893,05/30,100000,97058.9,expired
15827,6913,Visa,2522654512777961,12/28,50000,43934.12,blocked
15828,21664,MasterCard,3589056591192872,04/29,500000,91027.54,active
15829,58683,MasterCard,3568158975712237,09/33,100000,90972.56,active
15830,68149,Visa,4834459813946771,10/31,100000,92503.94,blocked
15831,5182,Discover,180004317746968,08/32,100000,48223.96,blocked
15832,58387,MasterCard,341520842812617,07/28,200000,5867.96,expired
15833,79596,American Express,6011939983483937,04/33,500000,51711.79,blocked
15834,24120,Discover,6552084201288506,08/28,50000,88889.99,expired
15835,36166,Visa,4148063926694860423,10/27,500000,50490.65,active
15836,16053,MasterCard,3559363711762196,09/30,50000,9323.21,blocked
15837,91715,MasterCard,180010084395863,01/26,50000,39999.46,expired
15838,49227,American Express,4732477297273,09/27,50000,20449.32,expired
15839,34251,Discover,344322725729530,09/25,100000,88683.38,active
15840,32288,MasterCard,6523452843709435,08/26,200000,30167.0,blocked
15841,72445,American Express,4964781125962705,06/34,50000,37820.61,blocked
15842,88536,Visa,4613334435827617,05/25,100000,32680.34,expired
15843,32603,Discover,349299959854439,11/32,100000,84800.6,blocked
15844,87299,MasterCard,4016013585825,08/25,200000,30342.46,active
15845,65070,Visa,503827273601,07/30,50000,48009.75,active
15846,36580,Visa,4168431002709092,05/34,50000,44252.77,expired
15847,57493,American Express,4511674987716,09/27,200000,54593.78,active
15848,60686,American Express,3505547219203480,06/34,50000,67555.9,expired
15849,85402,American Express,639011505083,05/29,100000,84851.99,active
15850,22196,Visa,4984865443343973,01/34,50000,49700.56,active
15851,28669,MasterCard,6525512709278441,07/32,100000,743.79,active
15852,96709,Discover,38507815958301,12/29,200000,81304.16,blocked
15853,57853,Discover,6517063703998600,05/34,100000,82093.69,blocked
15854,54115,Discover,676234130943,08/27,200000,94347.21,expired
15855,88793,Discover,6011302456944978,08/28,100000,26201.28,blocked
15856,11203,American Express,30243893264101,04/25,100000,53950.98,expired
15857,34046,Discover,3520406507866170,03/31,500000,5336.98,blocked
15858,90471,MasterCard,4206321673495466505,12/27,200000,23772.2,active
15859,61948,Discover,2379943266902543,06/31,500000,8676.91,active
15860,22471,MasterCard,4538866049964585876,03/32,500000,83725.1,active
15861,73495,Visa,3583028014865372,09/29,50000,93599.35,blocked
15862,83813,American Express,180068591698088,03/35,50000,62748.12,blocked
15863,16400,Visa,342289199805009,09/30,50000,91001.64,expired
15864,16803,Discover,6011329807443061,01/29,200000,72707.98,active
15865,63729,Discover,566155021512,08/32,50000,23569.43,blocked
15866,98076,Discover,4733544337118,03/27,100000,96573.49,expired
15867,23731,Discover,4667410943481942,08/33,100000,6448.05,expired
15868,33832,American Express,4957287827916,01/27,100000,86926.66,blocked
15869,90601,American Express,3590919003419711,12/25,50000,51848.02,expired
15870,71480,American Express,4832964986292271745,09/29,50000,30653.34,expired
15871,52362,Discover,4246622332620,08/25,50000,96745.43,active
15872,5946,MasterCard,4408652766537086,12/26,50000,92919.0,active
15873,14774,Discover,4102192177185853722,10/26,100000,98651.62,active
15874,43360,Visa,6577899228685801,04/31,500000,28482.47,active
15875,47988,American Express,3541002826099091,01/34,500000,64863.23,active
15876,36521,American Express,341762793561765,03/27,200000,3057.79,blocked
15877,52702,MasterCard,3551338112427159,05/32,50000,51899.61,blocked
15878,74837,MasterCard,4956382710125493339,04/30,100000,9362.75,active
15879,15079,Discover,180059777338409,02/27,50000,441.47,blocked
15880,99040,MasterCard,3519521740162311,10/32,200000,93289.6,blocked
15881,26712,American Express,180055465967053,08/25,100000,29468.92,blocked
15882,9946,American Express,4428749184491120132,07/30,200000,862.92,expired
15883,39423,Visa,4074230263935047446,10/32,50000,88870.78,blocked
15884,24716,Visa,3515695935855766,09/32,50000,38539.83,active
15885,28228,American Express,4335082457023154,03/33,50000,27280.57,expired
15886,56260,MasterCard,3597323254117178,08/34,200000,62324.02,active
15887,28639,MasterCard,4639733598743,02/27,100000,16401.95,expired
15888,54956,Visa,060474124645,07/26,50000,29482.56,active
15889,64496,Discover,2257985121895633,11/29,50000,99981.89,blocked
15890,66477,MasterCard,676247480723,04/26,500000,61177.7,active
15891,19962,Discover,4548704853531745,05/31,100000,37313.65,expired
15892,63166,Discover,4046036873981239889,03/27,100000,20664.16,blocked
15893,91684,Discover,30305723907058,11/33,500000,50403.65,expired
15894,50582,MasterCard,3554073059310111,01/32,50000,3247.23,expired
15895,76500,Discover,4890514272145934,04/26,200000,18314.97,expired
15896,28590,MasterCard,213114893931792,07/33,200000,97176.35,active
15897,38752,Discover,4040909973123397,05/25,100000,27761.44,expired
15898,48111,Discover,180053404119027,09/27,500000,16744.76,blocked
15899,67970,MasterCard,639090079661,05/26,50000,73125.11,expired
15900,16386,Visa,576601257867,04/26,200000,59117.38,expired
15901,52753,Discover,4854831733340936,01/32,100000,7905.17,expired
15902,81237,MasterCard,503871689942,11/30,200000,99101.13,expired
15903,64508,Discover,6011025240745605,10/25,100000,41552.64,active
15904,70447,MasterCard,2298739345029375,06/32,200000,78701.07,expired
15905,84096,Visa,6011787244796757,09/32,100000,10067.7,blocked
15906,2281,Discover,4309542805427656,08/33,50000,32072.5,blocked
15907,2728,Discover,344876879643185,08/33,200000,32450.72,expired
15908,47094,MasterCard,4144758550687018,08/30,500000,64686.75,expired
15909,31983,MasterCard,6523636674155144,09/31,500000,21341.76,blocked
15910,73495,Discover,4819880270952322348,01/26,100000,2268.85,blocked
15911,59145,Discover,180087822400288,02/31,500000,46234.26,expired
15912,7909,Discover,6011781609275259,07/30,500000,8172.02,blocked
15913,24294,American Express,4527729217872396922,04/29,200000,93295.99,blocked
15914,75079,American Express,5322977158900810,07/25,50000,27414.91,active
15915,53382,American Express,3508673433006421,08/27,200000,71668.6,expired
15916,98404,MasterCard,4048096585307,09/33,500000,25326.06,expired
15917,28892,Visa,2238643733435389,02/30,100000,4154.51,active
15918,63131,Discover,3565269797633429,03/31,500000,52190.33,active
15919,19399,Visa,4962321243815,02/29,100000,61563.69,blocked
15920,70399,Visa,4926070699405765310,01/32,500000,64995.08,active
15921,3914,American Express,3593489652076029,04/27,500000,13731.16,active
15922,46787,American Express,3526028836357491,11/32,50000,98249.94,blocked
15923,1938,MasterCard,3554570429414861,02/29,50000,48372.49,active
15924,79911,Visa,180091657410529,07/30,50000,52799.1,active
15925,45385,Visa,372077178852636,04/28,200000,3193.32,expired
15926,692,Visa,30521265386994,04/33,100000,45860.84,active
15927,90407,Visa,180043851829434,01/34,50000,40461.76,expired
15928,25700,Discover,30121026393668,09/27,200000,65623.18,active
15929,85195,Visa,213104024964606,08/34,500000,46598.18,expired
15930,8140,Visa,4467876300550766887,10/30,100000,41332.13,expired
15931,50941,American Express,6534822997052427,10/29,500000,85103.05,active
15932,34873,Discover,3507688735434395,03/34,50000,7663.92,expired
15933,49894,Visa,4682085331489946,02/33,500000,64692.74,blocked
15934,55457,MasterCard,585765522255,04/25,100000,99799.37,expired
15935,30263,American Express,4553557811571,08/26,50000,49032.74,active
15936,69539,American Express,2292647466855021,11/25,200000,69381.34,active
15937,79453,Discover,4918571655508911483,07/25,500000,53911.72,blocked
15938,63087,MasterCard,4031719533270941662,12/27,200000,85895.44,active
15939,94933,MasterCard,30519269238153,04/30,500000,41502.31,expired
15940,47114,American Express,6573656449055303,02/28,200000,61586.78,blocked
15941,64713,American Express,378261471830234,12/30,100000,93139.78,active
15942,35830,American Express,2714597843738376,03/28,200000,74283.04,active
15943,44210,Visa,4860413361304007529,07/28,500000,3135.82,expired
15944,36558,MasterCard,180047211072726,05/34,200000,89385.55,expired
15945,61330,Discover,342238785451330,03/31,200000,66784.57,active
15946,65470,Discover,4847499535060534347,04/34,50000,11755.95,blocked
15947,44502,MasterCard,3542590616353636,11/30,200000,63321.81,active
15948,87012,MasterCard,4757912747014507,05/30,50000,38682.5,blocked
15949,82743,Discover,3528287872282314,08/27,500000,11988.79,expired
15950,74020,MasterCard,4332453074945022002,09/34,200000,74789.06,blocked
15951,77379,MasterCard,5585135848412587,10/30,100000,91523.43,blocked
15952,20963,Visa,4700026624342580,01/31,50000,66852.11,active
15953,2298,MasterCard,345420297016283,04/32,500000,38068.39,active
15954,97343,American Express,4934682888517024500,07/28,50000,61323.44,expired
15955,85742,American Express,3511421871333146,11/30,100000,69016.5,active
15956,18190,American Express,30427353747941,10/32,100000,91183.93,active
15957,72621,American Express,3515625168229421,10/27,100000,44528.39,blocked
15958,43571,MasterCard,4077016673791568,01/28,200000,11050.8,blocked
15959,56820,Discover,4269992695307883417,11/28,500000,63240.19,blocked
15960,75814,MasterCard,3584408361116323,04/25,100000,27730.86,blocked
15961,16154,Discover,4026082273721920564,01/28,100000,17880.19,active
15962,90228,American Express,3535119643400522,03/28,200000,24275.56,active
15963,65577,American Express,4025477467982,03/26,50000,35722.95,blocked
15964,89732,American Express,3551568235830315,12/33,50000,67292.54,blocked
15965,83697,Discover,4001018009934186,10/33,50000,70380.75,expired
15966,3082,MasterCard,3575452918546666,10/26,500000,46787.47,expired
15967,99381,Discover,4941330118515,11/28,50000,27453.05,expired
15968,90339,MasterCard,180020443523170,01/35,200000,60476.45,blocked
15969,38023,American Express,4543241411268,03/32,50000,61957.12,active
15970,35492,MasterCard,4757591148680,06/32,100000,51768.64,expired
15971,51192,Discover,3560076477973701,01/32,200000,3652.62,active
15972,80786,Visa,568501869388,03/31,200000,67136.46,expired
15973,36249,MasterCard,4597072346160072857,01/26,200000,65036.68,blocked
15974,75805,Visa,6596664723212668,08/26,500000,63357.95,blocked
15975,28199,Visa,3531954580918555,02/26,500000,14455.5,expired
15976,9102,MasterCard,4350462859000564,09/34,50000,50096.71,expired
15977,53180,Discover,346731799977767,12/28,200000,75812.4,blocked
15978,76568,MasterCard,6011059947863098,12/26,200000,86754.38,active
15979,64719,MasterCard,30350484495380,10/27,200000,71915.2,blocked
15980,52339,Visa,372530163120856,10/31,200000,75002.49,active
15981,9899,Discover,378701635492116,11/29,200000,2199.39,expired
15982,20779,Visa,346513061844051,08/31,500000,51479.96,expired
15983,80138,Visa,4820341561719251,03/29,200000,87816.1,expired
15984,71685,Visa,2247937868972904,04/26,50000,84966.15,active
15985,58952,Discover,630487664678,08/31,500000,78148.12,active
15986,82181,Visa,4264244256346070,05/30,100000,44116.61,expired
15987,4200,MasterCard,639072069342,06/27,100000,90570.74,expired
15988,91437,Visa,503875919857,12/32,100000,23783.52,expired
15989,76181,Discover,4888289968393375146,06/33,500000,76131.0,active
15990,35358,Visa,4657375838876674,11/25,200000,9536.67,expired
15991,76332,Discover,3547349663799570,05/29,200000,67245.89,expired
15992,26000,American Express,4465718345847328,12/32,500000,36536.34,expired
15993,17111,Discover,347522348459533,11/30,100000,81522.03,blocked
15994,70838,American Express,4936493755037213,04/30,500000,74389.66,active
15995,50282,Discover,3534820088774955,09/31,200000,52283.9,expired
15996,56445,MasterCard,3564800474853152,11/29,500000,70493.46,active
15997,44487,Discover,561030636816,04/26,500000,58600.13,blocked
15998,63928,American Express,3550358757625967,10/29,200000,97956.14,active
15999,47931,American Express,6523797612221370,07/34,500000,4572.7,active
16000,24222,Visa,3553289456338049,07/26,500000,21227.52,blocked
16001,14851,American Express,4017190835256,06/33,50000,31064.2,expired
16002,32242,Visa,2338353543369740,02/35,500000,8550.07,blocked
16003,35916,American Express,3524884337707283,09/33,50000,34466.49,blocked
16004,47446,MasterCard,2286366058792744,07/31,500000,86926.89,active
16005,85344,Discover,213179234069354,03/27,100000,2838.71,active
16006,74125,American Express,6556534283160334,05/29,500000,50693.72,blocked
16007,16229,Discover,180041527793943,06/27,200000,63236.97,active
16008,68019,Discover,4298515060388722694,09/30,500000,4258.94,expired
16009,91619,MasterCard,30268355188977,01/28,50000,31687.14,blocked
16010,51879,Visa,4386887113119933,01/32,500000,25307.19,expired
16011,38547,Visa,3522718649098795,09/31,100000,95862.0,active
16012,70474,Visa,30024280062591,07/33,500000,80888.86,active
16013,48178,Discover,345415986711384,11/28,100000,55474.62,blocked
16014,30867,Visa,4983313098124,03/32,200000,69492.89,active
16015,26280,American Express,060451522837,06/34,500000,28814.46,active
16016,26309,Discover,213160017745329,07/32,50000,61538.58,active
16017,83004,Visa,6554592777456776,09/34,500000,39165.74,expired
16018,32491,American Express,6542818587283919,07/27,100000,69179.42,expired
16019,19321,Discover,4800360958644058,02/33,100000,11433.25,blocked
16020,47383,Discover,6011922522988202,06/30,500000,68256.38,expired
16021,70843,Visa,376004870399407,11/29,100000,34939.27,expired
16022,8808,MasterCard,3535163080750148,08/27,200000,27409.37,expired
16023,19641,American Express,3593343269207248,04/27,500000,58456.88,active
16024,7367,Visa,213115469349343,07/31,50000,70143.61,expired
16025,58431,American Express,6590232229143856,10/34,500000,61041.65,blocked
16026,96393,MasterCard,6011751588111726,07/32,100000,21833.27,blocked
16027,14775,Visa,30109305030093,10/26,100000,88978.32,expired
16028,97305,Visa,6513781935659005,02/29,50000,80154.52,expired
16029,89529,MasterCard,2227903708432008,01/31,500000,52477.73,blocked
16030,53163,Discover,340109170902728,07/28,100000,38267.11,blocked
16031,60999,MasterCard,3549742468278188,05/31,500000,54955.28,blocked
16032,73227,Visa,4250167224937,04/34,50000,42963.52,expired
16033,31236,American Express,4774857936682,10/34,100000,36098.59,expired
16034,53868,Discover,4667448042087,10/34,200000,38294.9,blocked
16035,39318,Visa,639037395584,04/28,50000,74491.66,expired
16036,6043,MasterCard,4473522783529863,09/34,200000,82621.04,blocked
16037,21122,Visa,4257879430835,04/31,500000,26051.13,blocked
16038,71434,American Express,3507538038390978,10/27,500000,20645.41,blocked
16039,35018,Discover,180018554153852,02/26,500000,18898.03,active
16040,59511,American Express,4186011557541831,03/35,100000,69562.82,active
16041,40379,Discover,4513690691197701,03/28,500000,45987.51,active
16042,21064,Visa,6011091962858463,12/33,50000,44107.03,active
16043,61544,American Express,6546529626251041,11/33,500000,7193.86,blocked
16044,90813,Visa,3593281987126888,08/26,200000,34786.85,expired
16045,13208,American Express,180059103821755,07/32,100000,24295.82,blocked
16046,82547,Discover,378656181212724,04/25,50000,89694.09,active
16047,16341,American Express,180020553865023,07/32,500000,71757.82,active
16048,93252,MasterCard,4270943750068028625,06/34,500000,44363.83,blocked
16049,18564,American Express,6011983173490153,06/29,200000,50401.78,active
16050,27074,MasterCard,30009561751277,06/33,100000,15149.16,blocked
16051,17571,MasterCard,6011155510141688,08/34,50000,33199.69,expired
16052,23765,Visa,377379613923468,04/30,200000,39260.34,active
16053,43143,American Express,2314095521969334,09/26,100000,23862.13,expired
16054,97461,Visa,3530133140894777,04/31,100000,95506.55,expired
16055,54347,Visa,060463309652,09/26,50000,45025.53,expired
16056,28817,Visa,4963550095320090,04/32,200000,7903.63,active
16057,99848,Discover,4679980371331677829,11/30,100000,9153.49,expired
16058,14392,American Express,2242870484169164,04/28,200000,34409.2,active
16059,24682,Discover,4884838736345519,10/34,50000,98097.91,expired
16060,77971,Visa,4418850276019235,11/25,200000,52401.75,blocked
16061,72233,American Express,3569323556080888,11/25,100000,93976.21,expired
16062,60842,MasterCard,180057514486820,04/32,100000,60719.42,active
16063,78151,American Express,4629258787490,09/27,500000,17056.31,expired
16064,1009,Discover,4914399181677389947,05/32,200000,75425.81,expired
16065,18515,American Express,213124151568053,08/31,50000,70710.43,blocked
16066,17495,MasterCard,3565573849013849,07/28,200000,83808.22,active
16067,19435,Visa,6541193529521409,11/27,200000,99997.42,blocked
16068,23566,Discover,3559823600059988,02/28,200000,13055.41,active
16069,68335,Visa,501851845138,07/28,200000,38119.6,blocked
16070,71985,Visa,4364386265725089774,02/27,50000,77458.99,blocked
16071,73708,American Express,2720671379379368,01/32,200000,85175.0,expired
16072,54774,MasterCard,3598907509586796,10/32,500000,12820.11,expired
16073,97880,American Express,30166951565889,03/32,200000,5404.24,expired
16074,20023,American Express,3587642299022156,02/33,200000,39363.71,blocked
16075,66632,MasterCard,343763548664126,03/27,50000,78240.24,expired
16076,42074,American Express,342787787102077,06/26,500000,49869.48,expired
16077,800,Visa,4869165442587385,05/26,500000,55618.85,blocked
16078,86615,American Express,30032397544542,10/33,500000,92852.06,expired
16079,75028,American Express,4035606060774762,10/34,200000,86787.67,active
16080,10864,Visa,5578367676892676,08/27,50000,44356.42,blocked
16081,93355,American Express,180086391894921,03/27,200000,11801.93,expired
16082,2664,MasterCard,3563403014975774,09/34,200000,39858.61,active
16083,95257,Visa,38485892261503,09/28,500000,89991.71,blocked
16084,54635,Discover,4312964596782,01/34,200000,93416.47,active
16085,36761,Discover,4176747860481973,04/30,50000,65568.91,blocked
16086,17492,MasterCard,4798384271638438299,05/31,50000,83118.05,expired
16087,72426,Discover,376404450325063,08/33,500000,55237.4,expired
16088,91147,Discover,503862042119,07/33,50000,49706.88,expired
16089,88790,American Express,2265815294116410,04/28,200000,95651.22,expired
16090,88935,American Express,4091771748908838101,05/30,50000,49027.15,expired
16091,7110,American Express,4816442881038,07/29,50000,89939.96,expired
16092,69106,MasterCard,4969991575333167,08/30,100000,37298.12,expired
16093,23526,MasterCard,570866142542,11/34,100000,31472.03,blocked
16094,41447,Visa,4744858684834496,02/29,50000,64834.57,blocked
16095,81337,American Express,639094150310,04/30,200000,62257.84,expired
16096,13749,Visa,503817692737,06/31,200000,60959.38,blocked
16097,93360,Discover,30226699499088,10/28,500000,10502.19,blocked
16098,27307,Visa,3586943593575456,09/34,200000,43499.29,active
16099,35795,Discover,4816461525243,04/28,100000,85103.88,active
16100,34880,Visa,30523448819776,11/29,200000,98035.04,expired
16101,92288,Discover,2402925768768242,12/31,500000,58935.55,blocked
16102,77727,Discover,3588917991381335,11/31,500000,65670.38,active
16103,41415,Discover,180015541525044,06/26,200000,8955.61,active
16104,13230,Visa,4975194637239314,10/32,500000,97084.13,expired
16105,51158,American Express,30150439739209,08/27,200000,8682.15,active
16106,22731,Visa,4407077726836892,06/31,100000,31687.78,expired
16107,74263,MasterCard,30284981690690,10/28,200000,56032.67,expired
16108,36288,Discover,6011703847723825,12/26,100000,69560.91,expired
16109,24805,MasterCard,3501290588936133,06/30,100000,10552.2,active
16110,84237,American Express,4982467971045,01/28,200000,39475.48,active
16111,5614,American Express,213102012528631,08/26,500000,31753.61,blocked
16112,88303,MasterCard,4352928521468,05/31,500000,7118.28,active
16113,82773,MasterCard,38210954330594,08/34,200000,93977.53,expired
